city_name	state_abbrev	county_name	latitude	longitude	timezone	dst	zipcodes	year_incorporated	year_founded
South Colton	NY	Saint Lawrence County	44.501065	-74.86633	-5	1	13687		
Star Lake	NY	Saint Lawrence County	44.161058	-74.99617	-5	1	13690		
Theresa	NY	Jefferson County	44.216969	-75.79671	-5	1	13691		
Thousand Island Park	NY	Jefferson County	44.289833	-76.02621	-5	1	13692		
Three Mile Bay	NY	Jefferson County	44.064999	-76.24023	-5	1	13693		
Waddington	NY	Saint Lawrence County	44.866754	-75.17201	-5	1	13694		
Wanakena	NY	Saint Lawrence County	44.140791	-74.912493	-5	1	13695		
West Stockholm	NY	Saint Lawrence County	44.69563	-74.89998	-5	1	13696		
Winthrop	NY	Saint Lawrence County	44.755383	-74.81213	-5	1	13697		
Afton	NY	Chenango County	42.232991	-75.53429	-5	1	13730		
Andes	NY	Delaware County	42.152105	-74.78184	-5	1	13731		
Apalachin	NY	Tioga County	42.059433	-76.14733	-5	1	13732		
Bainbridge	NY	Chenango County	42.292692	-75.47528	-5	1	13733		
Barton	NY	Tioga County	42.063671	-76.40638	-5	1	13734		
Berkshire	NY	Tioga County	42.306877	-76.204	-5	1	13736		
Bible School Park	NY	Broome County	42.080494	-76.097288	-5	1	13737		1851
Blodgett Mills	NY	Cortland County	42.567313	-76.123795	-5	1	13738		
Bloomville	NY	Delaware County	42.364673	-74.78034	-5	1	13739		
Bovina Center	NY	Delaware County	42.274238	-74.75464	-5	1	13740		
Candor	NY	Tioga County	42.213965	-76.34099	-5	1	13743		
Castle Creek	NY	Broome County	42.250715	-75.91871	-5	1	13744		
Chenango Bridge	NY	Broome County	42.173775	-75.872839	-5	1	13745		
Chenango Forks	NY	Broome County	42.261923	-75.84463	-5	1	13746		
Colliersville	NY	Otsego County	42.505122	-74.982056	-5	1	13747		
Conklin	NY	Broome County	42.0553	-75.81219	-5	1	13748		
Corbettsville	NY	Broome County	42.206745	-75.74488	-5	1	13749		
Davenport	NY	Delaware County	42.473691	-74.8134	-5	1	13750		
Davenport Center	NY	Delaware County	42.424859	-74.900195	-5	1	13751		
Delhi	NY	Delaware County	42.302716	-74.91667	-5	1	13753		
Deposit	NY	Broome County	42.076427	-75.44551	-5	1	13754		
Downsville	NY	Delaware County	42.086268	-75.00691	-5	1	13755		
East Branch	NY	Delaware County	42.018923	-75.11339	-5	1	13756		
East Meredith	NY	Delaware County	42.411895	-74.91372	-5	1	13757		
East Pharsalia	NY	Chenango County	42.583518	-75.721931	-5	1	13758		
Endicott	NY	Broome County	42.113974	-76.05256	-5	1	13760,13761,13763		
Endwell	NY	Broome County	42.206745	-75.74488	-5	1	13762		
Maine	NY	Broome County	42.155346	-76.071767	-5	1	13766,13802		
Fishs Eddy	NY	Delaware County	41.965435	-75.17968	-5	1	13774		
Franklin	NY	Delaware County	42.333285	-75.16086	-5	1	13775		
Gilbertsville	NY	Otsego County	42.457398	-75.33434	-5	1	13776		
Glen Aubrey	NY	Broome County	42.254154	-76.01194	-5	1	13777		
Greene	NY	Chenango County	42.336771	-75.75964	-5	1	13778		
Guilford	NY	Chenango County	42.426583	-75.48119	-5	1	13780		
Hamden	NY	Delaware County	42.18942	-74.99219	-5	1	13782		1825
Hancock	NY	Delaware County	41.985839	-75.28214	-5	1	13783		
Harford	NY	Cortland County	42.431068	-76.159312	-5	1	13784		
Harpersfield	NY	Delaware County	42.445257	-74.70189	-5	1	13786		
Harpursville	NY	Broome County	42.197905	-75.65578	-5	1	13787		
Hobart	NY	Delaware County	42.368357	-74.66452	-5	1	13788		
Johnson City	NY	Broome County	42.125725	-75.96686	-5	1	13790		
Morris	NY	Otsego County	42.509167	-75.208242	-5	1	13792,13808		
Killawog	NY	Broome County	42.402816	-76.036582	-5	1	13794		
Kirkwood	NY	Broome County	42.056312	-75.79275	-5	1	13795		
Laurens	NY	Otsego County	42.540359	-75.14604	-5	1	13796		
Lisle	NY	Broome County	42.335102	-76.02313	-5	1	13797		
Marathon	NY	Cortland County	42.453663	-76.06983	-5	1	13803		
Masonville	NY	Delaware County	42.215297	-75.35815	-5	1	13804		
Meridale	NY	Delaware County	42.183045	-74.925617	-5	1	13806		
Milford	NY	Otsego County	42.606209	-74.97261	-5	1	13807		
Mount Upton	NY	Chenango County	42.392104	-75.41093	-5	1	13809		
Mount Vision	NY	Otsego County	42.609579	-75.09464	-5	1	13810		
Newark Valley	NY	Tioga County	42.222777	-76.17822	-5	1	13811		
Nichols	NY	Tioga County	42.024157	-76.36558	-5	1	13812		
Nineveh	NY	Broome County	42.163814	-75.55149	-5	1	13813		
North Norwich	NY	Chenango County	42.603574	-75.528221	-5	1	13814		
Norwich	NY	Chenango County	42.541733	-75.52612	-5	1	13815	1914	
Oneonta	NY	Otsego County	42.469761	-75.05192	-5	1	13820	1908	
Otego	NY	Otsego County	42.417489	-75.18605	-5	1	13825		
Ouaquaga	NY	Broome County	42.112127	-75.639586	-5	1	13826		
Owego	NY	Tioga County	42.120274	-76.25874	-5	1	13827		
Oxford	NY	Chenango County	42.428818	-75.62459	-5	1	13830		
Port Crane	NY	Broome County	42.185196	-75.7763	-5	1	13833		
Portlandville	NY	Otsego County	42.536475	-74.96218	-5	1	13834		
Richford	NY	Tioga County	42.396659	-76.15709	-5	1	13835		
Sidney	NY	Delaware County	42.304177	-75.39563	-5	1	13838		
Sidney Center	NY	Delaware County	42.236762	-75.25901	-5	1	13839		
Smithboro	NY	Tioga County	42.039512	-76.400376	-5	1	13840		
Smithville Flats	NY	Chenango County	42.419896	-75.83772	-5	1	13841		
South Kortright	NY	Delaware County	42.376254	-74.72258	-5	1	13842		
South New Berlin	NY	Chenango County	42.533274	-75.38008	-5	1	13843		
South Plymouth	NY	Chenango County	42.603506	-75.67053	-5	1	13844		
Tioga Center	NY	Tioga County	42.065842	-76.381946	-5	1	13845		
Treadwell	NY	Delaware County	42.344248	-75.05323	-5	1	13846		
Trout Creek	NY	Delaware County	42.183045	-74.925617	-5	1	13847		
Tunnel	NY	Broome County	42.214705	-75.727699	-5	1	13848		
Unadilla	NY	Otsego County	42.343576	-75.3146	-5	1	13849		1770
Vestal	NY	Broome County	42.075874	-76.02837	-5	1	13850,13851		
Walton	NY	Delaware County	42.182237	-75.14627	-5	1	13856		
Wells Bridge	NY	Otsego County	42.367765	-75.24718	-5	1	13859		
West Davenport	NY	Delaware County	42.183045	-74.925617	-5	1	13860		
West Oneonta	NY	Otsego County	42.488953	-75.12063	-5	1	13861		
Whitney Point	NY	Broome County	42.328284	-75.95021	-5	1	13862		
Willet	NY	Cortland County	42.437964	-75.89884	-5	1	13863		
Willseyville	NY	Tioga County	42.298203	-76.38844	-5	1	13864		
Windsor	NY	Broome County	42.070228	-75.63584	-5	1	13865		
Binghamton	NY	Broome County	42.142575	-75.88783	-5	1	13901,13902,13903,13904,13905	1867	1802
Akron	NY	Erie County	43.024559	-78.50414	-5	1	14001		
Alden	NY	Erie County	42.898709	-78.51652	-5	1	14004		
Alexander	NY	Genesee County	42.906765	-78.24581	-5	1	14005		
Angola	NY	Erie County	42.633375	-79.04567	-5	1	14006		
Appleton	NY	Niagara County	43.318768	-78.63328	-5	1	14008		
Arcade	NY	Wyoming County	42.582693	-78.40069	-5	1	14009		
Athol Springs	NY	Erie County	42.768413	-78.887094	-5	1	14010		
Attica	NY	Wyoming County	42.844962	-78.27803	-5	1	14011		
Barker	NY	Niagara County	43.337798	-78.52955	-5	1	14012		
Basom	NY	Genesee County	43.074578	-78.40345	-5	1	14013		
Batavia	NY	Genesee County	42.996507	-78.19279	-5	1	14020,14021	1915	
Bliss	NY	Wyoming County	42.579516	-78.24818	-5	1	14024		
Boston	NY	Erie County	42.627312	-78.73768	-5	1	14025		
Bowmansville	NY	Erie County	42.941025	-78.68548	-5	1	14026		
Brant	NY	Erie County	42.57075	-79.030785	-5	1	14027		
Burt	NY	Niagara County	43.326155	-78.71564	-5	1	14028		
Centerville	NY	Allegany County	42.474283	-78.247413	-5	1	14029		
Chaffee	NY	Erie County	42.562386	-78.49087	-5	1	14030		
Clarence	NY	Erie County	42.981558	-78.61484	-5	1	14031		
Clarence Center	NY	Erie County	43.019908	-78.63497	-5	1	14032		
Colden	NY	Erie County	42.655098	-78.68472	-5	1	14033		
Collins	NY	Erie County	42.498791	-78.8835	-5	1	14034		
Collins Center	NY	Erie County	42.49064	-78.849861	-5	1	14035		
Corfu	NY	Genesee County	42.974083	-78.38961	-5	1	14036		
Cowlesville	NY	Wyoming County	42.814667	-78.46076	-5	1	14037		
Crittenden	NY	Erie County	42.947259	-78.474444	-5	1	14038		
Dale	NY	Wyoming County	42.829129	-78.17657	-5	1	14039		
Darien Center	NY	Genesee County	42.891116	-78.37872	-5	1	14040		
Dayton	NY	Cattaraugus County	42.408583	-78.984391	-5	1	14041		
Delevan	NY	Cattaraugus County	42.474779	-78.47303	-5	1	14042		
Depew	NY	Erie County	42.904958	-78.7006	-5	1	14043		
Derby	NY	Erie County	42.694598	-78.98151	-5	1	14047		
Dunkirk	NY	Chautauqua County	42.479471	-79.32805	-5	1	14048	1888	
East Amherst	NY	Erie County	43.025217	-78.70394	-5	1	14051		
East Aurora	NY	Erie County	42.770859	-78.59804	-5	1	14052		
East Bethany	NY	Genesee County	42.903676	-78.13481	-5	1	14054		
East Concord	NY	Erie County	42.554206	-78.61829	-5	1	14055		
East Pembroke	NY	Genesee County	42.991173	-78.312171	-5	1	14056		
Eden	NY	Erie County	42.651776	-78.87634	-5	1	14057		
Elba	NY	Genesee County	43.091886	-78.15151	-5	1	14058		
Elma	NY	Erie County	42.834159	-78.64246	-5	1	14059		
Farmersville Station	NY	Cattaraugus County	42.443406	-78.32302	-5	1	14060		
Farnham	NY	Erie County	42.594627	-79.08404	-5	1	14061		
Forestville	NY	Chautauqua County	42.450845	-79.16528	-5	1	14062		
Fredonia	NY	Chautauqua County	42.425683	-79.3371	-5	1	14063		
Rochester	NY	Monroe County	43.158013	-77.607049	-5	1	14064,14601,14602,14603,14604,14605,14606,14607,14608,14609,14610,14611,14612,14613,14614,14615,14616,14617,14618,14619,14620,14621,14622,14623,14624,14625,14626,14627,14638,14639,14642,14643,14644,14645,14646,14647,14649,14650,14651,14652,14653,14660,14664,14673,14683,14692,14694	1834	
Freedom	NY	Cattaraugus County	42.483508	-78.30011	-5	1	14065		
Gainesville	NY	Wyoming County	42.619549	-78.16153	-5	1	14066	1902	1805
Gasport	NY	Niagara County	43.20258	-78.56868	-5	1	14067		
Getzville	NY	Erie County	43.02534	-78.76241	-5	1	14068		
Glenwood	NY	Erie County	42.601635	-78.64273	-5	1	14069		
Gowanda	NY	Cattaraugus County	42.453234	-78.9348	-5	1	14070		
Grand Island	NY	Erie County	43.011823	-78.95914	-5	1	14072		
Hamburg	NY	Erie County	42.734051	-78.8413	-5	1	14075	1812	
Holland	NY	Erie County	42.640351	-78.53494	-5	1	14080		
Irving	NY	Chautauqua County	42.573552	-79.09002	-5	1	14081		
Java Center	NY	Wyoming County	42.661838	-78.38309	-5	1	14082		
Java Village	NY	Wyoming County	42.676913	-78.44075	-5	1	14083		
Lake View	NY	Erie County	42.718308	-78.9372	-5	1	14085		
Lancaster	NY	Erie County	42.904258	-78.65519	-5	1	14086		
Lawtons	NY	Erie County	42.535917	-78.88235	-5	1	14091		
Lewiston	NY	Niagara County	43.169055	-79.02426	-5	1	14092		
Lockport	NY	Niagara County	43.160857	-78.68756	-5	1	14094,14095	1865	
Lyndonville	NY	Orleans County	43.338755	-78.3931	-5	1	14098		
Machias	NY	Cattaraugus County	42.393206	-78.52655	-5	1	14101		
Marilla	NY	Erie County	42.838643	-78.55601	-5	1	14102		
Medina	NY	Orleans County	43.217155	-78.38746	-5	1	14103	1832	
Middleport	NY	Niagara County	43.199665	-78.48378	-5	1	14105		
Model City	NY	Niagara County	43.32684	-78.830681	-5	1	14107		
Newfane	NY	Niagara County	43.264406	-78.72634	-5	1	14108		
Niagara University	NY	Niagara County	43.32684	-78.830681	-5	1	14109		
North Boston	NY	Erie County	42.768413	-78.887094	-5	1	14110		
North Collins	NY	Erie County	42.593148	-78.91498	-5	1	14111		
North Evans	NY	Erie County	42.691742	-78.992658	-5	1	14112		
North Java	NY	Wyoming County	42.672162	-78.33745	-5	1	14113		
North Tonawanda	NY	Niagara County	43.048156	-78.86338	-5	1	14120	1897	
Oakfield	NY	Genesee County	43.077433	-78.27816	-5	1	14125		
Olcott	NY	Niagara County	43.330443	-78.726661	-5	1	14126		
Orchard Park	NY	Erie County	42.759917	-78.75294	-5	1	14127		
Perrysburg	NY	Cattaraugus County	42.469165	-79.01069	-5	1	14129		
Pike	NY	Wyoming County	42.543108	-78.153849	-5	1	14130		
Ransomville	NY	Niagara County	43.237855	-78.90884	-5	1	14131		
Sanborn	NY	Niagara County	43.140056	-78.88297	-5	1	14132		
Sandusky	NY	Cattaraugus County	42.489129	-78.366991	-5	1	14133		
Sardinia	NY	Erie County	42.534854	-78.52113	-5	1	14134		
Sheridan	NY	Chautauqua County	42.488983	-79.238997	-5	1	14135		
Silver Creek	NY	Chautauqua County	42.535276	-79.16539	-5	1	14136		
South Dayton	NY	Cattaraugus County	42.372077	-79.05552	-5	1	14138		
South Wales	NY	Erie County	42.716919	-78.53931	-5	1	14139		
Spring Brook	NY	Erie County	42.807159	-78.667599	-5	1	14140		
Springville	NY	Erie County	42.516248	-78.68944	-5	1	14141		
Stafford	NY	Genesee County	42.977828	-78.07934	-5	1	14143		
Stella Niagara	NY	Niagara County	43.199494	-79.042477	-5	1	14144		
Strykersville	NY	Wyoming County	42.720756	-78.43429	-5	1	14145		
Tonawanda	NY	Erie County	43.001907	-78.8631	-5	1	14150,14151	1904	
Van Buren Point	NY	Chautauqua County	42.4511	-79.415421	-5	1	14166		
Varysburg	NY	Wyoming County	42.750175	-78.32283	-5	1	14167		
Versailles	NY	Cattaraugus County	42.509271	-78.999471	-5	1	14168		
Wales Center	NY	Erie County	42.767333	-78.585646	-5	1	14169		
West Falls	NY	Erie County	42.692304	-78.67147	-5	1	14170		
West Valley	NY	Cattaraugus County	42.426278	-78.6474	-5	1	14171		
Wilson	NY	Niagara County	43.307288	-78.83368	-5	1	14172		
Yorkshire	NY	Cattaraugus County	42.524691	-78.475474	-5	1	14173		
Youngstown	NY	Niagara County	43.247054	-79.02562	-5	1	14174		
Buffalo	NY	Erie County	42.896407	-78.88515	-5	1	14201,14202,14203,14204,14205,14206,14207,14208,14209,14210,14211,14212,14213,14214,14215,14216,14217,14218,14219,14220,14221,14222,14223,14224,14225,14226,14227,14228,14231,14233,14240,14241,14260,14261,14263,14264,14265,14267,14269,14270,14272,14273,14276,14280	1832	1801
Niagara Falls	NY	Niagara County	43.096555	-79.03925	-5	1	14301,14302,14303,14304,14305	1892	
Adams Basin	NY	Monroe County	43.195261	-77.855883	-5	1	14410		
Albion	NY	Orleans County	43.244034	-78.2023	-5	1	14411		
Alton	NY	Wayne County	43.222735	-76.982149	-5	1	14413		
Avon	NY	Livingston County	42.899233	-77.73372	-5	1	14414		1789
Bellona	NY	Yates County	42.757486	-77.02311	-5	1	14415		1986
Bergen	NY	Genesee County	43.067831	-77.99024	-5	1	14416		1801
Geneseo	NY	Livingston County	42.834813	-77.715406	-5	1	14417,14454		
Branchport	NY	Yates County	42.605481	-77.20117	-5	1	14418		
Brockport	NY	Monroe County	43.214261	-77.93937	-5	1	14420		
Byron	NY	Genesee County	43.079217	-78.06371	-5	1	14422		
Caledonia	NY	Livingston County	42.937589	-77.83528	-5	1	14423		
Canandaigua	NY	Ontario County	42.85297	-77.29466	-5	1	14424	1913	
Farmington	NY	Ontario County	42.985007	-77.346	-5	1	14425		
Castile	NY	Wyoming County	42.63529	-78.05135	-5	1	14427		
Churchville	NY	Monroe County	43.079181	-77.87334	-5	1	14428		
Clarendon	NY	Orleans County	43.381027	-78.231338	-5	1	14429		
Clarkson	NY	Monroe County	43.286024	-77.684264	-5	1	14430		
Clifton Springs	NY	Ontario County	42.965372	-77.14416	-5	1	14432		
Clyde	NY	Wayne County	43.07351	-76.87557	-5	1	14433	1835	1811
Conesus	NY	Livingston County	42.706781	-77.68103	-5	1	14435		
Dansville	NY	Livingston County	42.576771	-77.71925	-5	1	14437		
Dresden	NY	Yates County	42.684588	-76.95775	-5	1	14441		
East Bloomfield	NY	Ontario County	42.900966	-77.42331	-5	1	14443		
East Rochester	NY	Monroe County	43.111663	-77.48709	-5	1	14445	1906	
East Williamson	NY	Wayne County	43.235369	-77.137642	-5	1	14449		
Fairport	NY	Monroe County	43.091714	-77.43483	-5	1	14450		
Fancher	NY	Orleans County	43.381027	-78.231338	-5	1	14452		
Fishers	NY	Ontario County	43.010908	-77.47054	-5	1	14453		
Geneva	NY	Ontario County	42.853039	-76.99394	-5	1	14456	1898	
Lima	NY	Livingston County	42.855029	-77.668326	-5	1	14458,14485		
Gorham	NY	Ontario County	42.808127	-77.287611	-5	1	14461		
Groveland	NY	Livingston County	42.681361	-77.75302	-5	1	14462	1789	1792
Hall	NY	Ontario County	42.796578	-77.063876	-5	1	14463		
Hamlin	NY	Monroe County	43.319027	-77.91991	-5	1	14464		
Hemlock	NY	Livingston County	42.787276	-77.58983	-5	1	14466		
Henrietta	NY	Monroe County	43.048663	-77.60843	-5	1	14467		
Hilton	NY	Monroe County	43.289787	-77.79548	-5	1	14468		
Bloomfield	NY	Ontario County	42.868609	-77.4509	-5	1	14469		
Holley	NY	Orleans County	43.221689	-78.04393	-5	1	14470		
Honeoye	NY	Ontario County	42.762059	-77.50488	-5	1	14471		
Honeoye Falls	NY	Monroe County	42.964593	-77.5919	-5	1	14472		
Ionia	NY	Ontario County	42.933105	-77.49687	-5	1	14475		
Kendall	NY	Orleans County	43.339304	-78.02581	-5	1	14476		
Kent	NY	Orleans County	43.341512	-78.14128	-5	1	14477		
Keuka Park	NY	Yates County	42.589281	-77.11824	-5	1	14478		
Knowlesville	NY	Orleans County	43.241502	-78.318828	-5	1	14479		
Lakeville	NY	Livingston County	42.837786	-77.70625	-5	1	14480		
Leicester	NY	Livingston County	42.780121	-77.91499	-5	1	14481		
Le Roy	NY	Genesee County	42.979887	-77.97053	-5	1	14482		
Linwood	NY	Genesee County	42.915297	-77.949818	-5	1	14486		
Livonia	NY	Livingston County	42.809908	-77.65301	-5	1	14487		
Livonia Center	NY	Livingston County	42.729839	-77.773919	-5	1	14488		
Lyons	NY	Wayne County	43.076715	-76.99231	-5	1	14489		1789
Macedon	NY	Wayne County	43.08786	-77.33068	-5	1	14502		
Manchester	NY	Ontario County	42.970621	-77.2298	-5	1	14504		
Marion	NY	Wayne County	43.160635	-77.16948	-5	1	14505		
Mendon	NY	Monroe County	42.999201	-77.50263	-5	1	14506		
Middlesex	NY	Yates County	42.702921	-77.27447	-5	1	14507		
Morton	NY	Monroe County	43.381027	-78.231338	-5	1	14508		
Mount Morris	NY	Livingston County	42.692608	-77.87663	-5	1	14510		
Mumford	NY	Monroe County	43.002612	-77.86458	-5	1	14511		
Naples	NY	Ontario County	42.628515	-77.39457	-5	1	14512		
Newark	NY	Wayne County	43.052126	-77.09424	-5	1	14513	1853	1820
North Chili	NY	Monroe County	43.122386	-77.80347	-5	1	14514		
North Greece	NY	Monroe County	43.257819	-77.735079	-5	1	14515		
North Rose	NY	Wayne County	43.197378	-76.91443	-5	1	14516		
Nunda	NY	Livingston County	42.589984	-77.9075	-5	1	14517		
Oaks Corners	NY	Ontario County	42.931873	-77.011839	-5	1	14518		
Ontario	NY	Wayne County	43.227921	-77.30097	-5	1	14519		1806
Ontario Center	NY	Wayne County	43.348369	-77.045288	-5	1	14520		
Ovid	NY	Seneca County	42.699637	-76.82964	-5	1	14521	1816	
Palmyra	NY	Wayne County	43.063858	-77.2223	-5	1	14522		
Pavilion	NY	Genesee County	42.876222	-78.00056	-5	1	14525		
Penfield	NY	Monroe County	43.145342	-77.45849	-5	1	14526		
Penn Yan	NY	Yates County	42.664079	-77.05664	-5	1	14527	1833	1799
Perkinsville	NY	Steuben County	42.535363	-77.628857	-5	1	14529		
Perry	NY	Wyoming County	42.724075	-78.00361	-5	1	14530		
Phelps	NY	Ontario County	42.964535	-77.02486	-5	1	14532		
Piffard	NY	Livingston County	42.846509	-77.88795	-5	1	14533		
Pittsford	NY	Monroe County	43.071131	-77.51181	-5	1	14534		
Portageville	NY	Wyoming County	42.54523	-78.06929	-5	1	14536		
Port Gibson	NY	Ontario County	43.033002	-77.157465	-5	1	14537		
Pultneyville	NY	Wayne County	43.283582	-77.142027	-5	1	14538		
Retsof	NY	Livingston County	42.834327	-77.877876	-5	1	14539		
Romulus	NY	Seneca County	42.75147	-76.85353	-5	1	14541		1789
Rose	NY	Wayne County	43.144795	-76.860779	-5	1	14542		1805
Rush	NY	Monroe County	42.98723	-77.67433	-5	1	14543		
Rushville	NY	Yates County	42.75606	-77.24024	-5	1	14544	1866	1790
Scottsburg	NY	Livingston County	42.664904	-77.71275	-5	1	14545		
Scottsville	NY	Monroe County	43.030313	-77.7836	-5	1	14546		
Seneca Castle	NY	Ontario County	42.808127	-77.287611	-5	1	14547		
Shortsville	NY	Ontario County	42.97342	-77.2434	-5	1	14548		
Silver Lake	NY	Wyoming County	42.692874	-78.022364	-5	1	14549		
Silver Springs	NY	Wyoming County	42.669499	-78.09375	-5	1	14550	1895	
Sodus	NY	Wayne County	43.226024	-77.03599	-5	1	14551		
Sodus Point	NY	Wayne County	43.269332	-76.9876	-5	1	14555	1957	1794
Sonyea	NY	Livingston County	42.729839	-77.773919	-5	1	14556		
South Byron	NY	Genesee County	43.041606	-78.057252	-5	1	14557		
South Lima	NY	Livingston County	42.855409	-77.687643	-5	1	14558		
Spencerport	NY	Monroe County	43.189862	-77.81809	-5	1	14559		
Springwater	NY	Livingston County	42.674773	-77.58341	-5	1	14560		
Stanley	NY	Ontario County	42.815171	-77.1321	-5	1	14561		
Union Hill	NY	Wayne County	43.348369	-77.045288	-5	1	14563		
Victor	NY	Ontario County	42.980323	-77.42022	-5	1	14564	1812	
Walworth	NY	Wayne County	43.134783	-77.28515	-5	1	14568		
Warsaw	NY	Wyoming County	42.739447	-78.15948	-5	1	14569		1804
Waterport	NY	Orleans County	43.34653	-78.25412	-5	1	14571		
Wayland	NY	Steuben County	42.569876	-77.57637	-5	1	14572		
Webster	NY	Monroe County	43.220991	-77.45364	-5	1	14580		
West Bloomfield	NY	Ontario County	42.901162	-77.54848	-5	1	14585		
West Henrietta	NY	Monroe County	43.040271	-77.68215	-5	1	14586		
Willard	NY	Seneca County	42.683451	-76.872442	-5	1	14588		
Williamson	NY	Wayne County	43.24816	-77.18498	-5	1	14589		1794
Wolcott	NY	Wayne County	43.234753	-76.8252	-5	1	14590		
Wyoming	NY	Wyoming County	42.829405	-78.08887	-5	1	14591	1875	1809
York	NY	Livingston County	42.875685	-77.883511	-5	1	14592		
Jamestown	NY	Chautauqua County	42.09179	-79.24459	-5	1	14701,14702,14703,14704	1886	1810
Allegany	NY	Cattaraugus County	42.10143	-78.51587	-5	1	14706		
Allentown	NY	Allegany County	42.073739	-78.059374	-5	1	14707		
Alma	NY	Allegany County	42.016108	-78.05768	-5	1	14708		
Angelica	NY	Allegany County	42.339925	-77.99413	-5	1	14709		
Ashville	NY	Chautauqua County	42.098227	-79.40865	-5	1	14710		
Belfast	NY	Allegany County	42.319654	-78.13384	-5	1	14711		
Bemus Point	NY	Chautauqua County	42.170787	-79.37689	-5	1	14712		
Black Creek	NY	Allegany County	42.279786	-78.23769	-5	1	14714		
Bolivar	NY	Allegany County	42.076186	-78.14489	-5	1	14715		
Brocton	NY	Chautauqua County	42.390802	-79.43873	-5	1	14716		
Caneadea	NY	Allegany County	42.37074	-78.19335	-5	1	14717		
Cassadaga	NY	Chautauqua County	42.343265	-79.30101	-5	1	14718		
Cattaraugus	NY	Cattaraugus County	42.329183	-78.87436	-5	1	14719		
Celoron	NY	Chautauqua County	42.105907	-79.27912	-5	1	14720		
Ceres	NY	Allegany County	41.999435	-78.27257	-5	1	14721		
Chautauqua	NY	Chautauqua County	42.187468	-79.450523	-5	1	14722		
Cherry Creek	NY	Chautauqua County	42.316386	-79.1364	-5	1	14723		
Clymer	NY	Chautauqua County	42.066681	-79.66612	-5	1	14724		
Conewango Valley	NY	Cattaraugus County	42.251075	-79.03785	-5	1	14726		
Cuba	NY	Allegany County	42.213216	-78.28649	-5	1	14727		
Dewittville	NY	Chautauqua County	42.258967	-79.43348	-5	1	14728		
East Otto	NY	Cattaraugus County	42.382899	-78.72101	-5	1	14729		
East Randolph	NY	Cattaraugus County	42.174736	-78.94734	-5	1	14730	1881	
Ellicottville	NY	Cattaraugus County	42.286037	-78.65425	-5	1	14731		
Ellington	NY	Chautauqua County	42.229098	-79.11347	-5	1	14732		
Falconer	NY	Chautauqua County	42.128469	-79.19126	-5	1	14733		
Fillmore	NY	Allegany County	42.456047	-78.0973	-5	1	14735		
Findley Lake	NY	Chautauqua County	42.130247	-79.74933	-5	1	14736		
Franklinville	NY	Cattaraugus County	42.335628	-78.43114	-5	1	14737		
Frewsburg	NY	Chautauqua County	42.0385	-79.07622	-5	1	14738		
Friendship	NY	Allegany County	42.192384	-78.14308	-5	1	14739		
Gerry	NY	Chautauqua County	42.230692	-79.17185	-5	1	14740		
Great Valley	NY	Cattaraugus County	42.220602	-78.6337	-5	1	14741		
Greenhurst	NY	Chautauqua County	42.120512	-79.30958	-5	1	14742		
Hinsdale	NY	Cattaraugus County	42.203691	-78.407	-5	1	14743		
Houghton	NY	Allegany County	42.426885	-78.19509	-5	1	14744		
Hume	NY	Allegany County	42.4777	-78.140343	-5	1	14745		
Kennedy	NY	Chautauqua County	42.154315	-79.08905	-5	1	14747		
Kill Buck	NY	Cattaraugus County	42.130224	-78.64583	-5	1	14748		
Lakewood	NY	Chautauqua County	42.098657	-79.32439	-5	1	14750		
Leon	NY	Cattaraugus County	42.298328	-79.006231	-5	1	14751		
Lily Dale	NY	Chautauqua County	42.352416	-79.323502	-5	1	14752		
Limestone	NY	Cattaraugus County	42.035792	-78.61789	-5	1	14753	1877	
Little Genesee	NY	Allegany County	42.020028	-78.20368	-5	1	14754		
Little Valley	NY	Cattaraugus County	42.249436	-78.80282	-5	1	14755		
Maple Springs	NY	Chautauqua County	42.19815	-79.417353	-5	1	14756		
Mayville	NY	Chautauqua County	42.226149	-79.48396	-5	1	14757		
Niobe	NY	Chautauqua County	42.342529	-79.41091	-5	1	14758		
Olean	NY	Cattaraugus County	42.076574	-78.42744	-5	1	14760	1854	
Otto	NY	Cattaraugus County	42.357543	-78.807283	-5	1	14766		
Panama	NY	Chautauqua County	42.043339	-79.51361	-5	1	14767		
Portland	NY	Chautauqua County	42.372864	-79.47523	-5	1	14769		
Portville	NY	Cattaraugus County	42.047063	-78.30659	-5	1	14770		
Randolph	NY	Cattaraugus County	42.160787	-78.95167	-5	1	14772		
Richburg	NY	Allegany County	42.114385	-78.168055	-5	1	14774		
Ripley	NY	Chautauqua County	42.254906	-79.69185	-5	1	14775		
Rushford	NY	Allegany County	42.385744	-78.23754	-5	1	14777		
Saint Bonaventure	NY	Cattaraugus County	42.270112	-78.684684	-5	1	14778		
Salamanca	NY	Cattaraugus County	42.168508	-78.7297	-5	1	14779	1913	
Sherman	NY	Chautauqua County	42.160982	-79.59738	-5	1	14781		1823
Sinclairville	NY	Chautauqua County	42.265234	-79.26035	-5	1	14782		
Steamburg	NY	Cattaraugus County	42.100539	-78.87967	-5	1	14783		
Stockton	NY	Chautauqua County	42.326844	-79.3902	-5	1	14784		
Stow	NY	Chautauqua County	42.155693	-79.412233	-5	1	14785		
West Clarksville	NY	Allegany County	42.12267	-78.221332	-5	1	14786		
Westfield	NY	Chautauqua County	42.327029	-79.57301	-5	1	14787		1802
